,Traffic Item,Tx Frames,Rx Frames,Frames Delta,Loss %,Tx Frame Rate,Rx Frame Rate,Tx L1 Rate (bps),Rx L1 Rate (bps),Rx Bytes,Tx Rate (Bps),Rx Rate (Bps),Tx Rate (bps),Rx Rate (bps),Tx Rate (Kbps),Rx Rate (Kbps),Tx Rate (Mbps),Rx Rate (Mbps),Store-Forward Avg Latency (ns),Store-Forward Min Latency (ns),Store-Forward Max Latency (ns),First TimeStamp,Last TimeStamp
0,simple_traffic,229879,229879,0,0,5195.389,5195.888,3491301.29,3491636.927,14712256,332504.885,332536.85,2660039.078,2660294.802,2660.039,2660.295,2.66,2.66,88915118,33880,484601860,00:00:02.011,00:00:30.971
